issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
2402,https://github.com/microsoft/apm/issues/2402,open,[FEATURE] APM Install Option to foce project level install,area/cli;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,17.007264872999713
2404,https://github.com/microsoft/apm/issues/2404,closed,[perf-scan] 2026-07-31 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.9636004719996
2408,https://github.com/microsoft/apm/issues/2408,closed,Project-scope hook path rewriting produces cwd-dependent commands on Windows (Claude Code target),area/cli;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.18306728599964
2413,https://github.com/microsoft/apm/issues/2413,open,"[FEATURE] Declarative, deterministic primitive overrides (dependencies.overrides) — distinct from the #739/#1120 namespacing effort",area/distribution;area/lockfile;theme/governance;theme/security;type/architecture;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.05744588200014
2415,https://github.com/microsoft/apm/issues/2415,closed,[cli-consistency] CLI Consistency Report -- 2026-07-31,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.309146987000076
2418,https://github.com/microsoft/apm/issues/2418,closed,[perf-scan] 2026-08-01 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.831438315000014
2419,https://github.com/microsoft/apm/issues/2419,closed,[FEATURE] Add Grok (xAI) as a first-class APM target,area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.628193422000095
2424,https://github.com/microsoft/apm/issues/2424,closed,[BUG] marketplace validate accepts malformed marketplace.json after permissive parsing,area/cli;area/marketplace;theme/governance;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.73504039099953
2425,https://github.com/microsoft/apm/issues/2425,closed,[perf-scan] 2026-08-02 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.358675105000202
2427,https://github.com/microsoft/apm/issues/2427,closed,[BUG] apm pack --check-clean ignores effective marketplace output path,area/cli;area/marketplace;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.766621865999696
2428,https://github.com/microsoft/apm/issues/2428,closed,[BUG] apm marketplace audit skips local plugin sources instead of auditing local apm.yml files,area/audit-policy;area/cli;area/marketplace;theme/governance;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,44.15199756699985
2429,https://github.com/microsoft/apm/issues/2429,closed,[BUG] Azure DevOps and apm-policy.yml,area/enterprise;theme/portability;type/bug,area/ci-cd;area/cli;area/distribution;area/enterprise;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;type/architecture;type/release,True,False,False,32.35296171899972
2430,https://github.com/microsoft/apm/issues/2430,open,"[FEATURE] Add ""copilot"" marketplace output format for GitHub Copilot CLI",area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.182161413999893
2431,https://github.com/microsoft/apm/issues/2431,closed,[BUG] apm pack does not produce bundle when dependencies: {},area/cli;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,43.16618663200006
2432,https://github.com/microsoft/apm/issues/2432,open,[FEATURE] apm pack --format directory: write bundle content directly into the output directory,area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.567515876000016
2433,https://github.com/microsoft/apm/issues/2433,closed,[BUG] `--check-versions` fails with `no_apm_yml` for Plugin collection (`plugin.json`) packages in a marketplace,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,44.94642835400009
2434,https://github.com/microsoft/apm/issues/2434,closed,[perf-scan] 2026-08-03 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.949253474000216
2435,https://github.com/microsoft/apm/issues/2435,closed,[BUG] 0.27.0 Windows Security protection,area/ci-cd;theme/security;type/bug,area/ci-cd;area/content-security;area/marketplace;area/mcp-config;area/mcp-trust;area/package-authoring;theme/portability;theme/security;type/architecture;type/bug;type/release,True,False,False,28.408219518000806
2436,https://github.com/microsoft/apm/issues/2436,closed,compile --clean deletes tracked AGENTS.md inside nested git worktrees,area/cli;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.18888340900048
2437,https://github.com/microsoft/apm/issues/2437,closed,"[BUG] --target copilot is ignored: always writes .vscode/mcp.json, never writes ~/.copilot/mcp-config.json",area/mcp-config;area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,54.22627614399971
2438,https://github.com/microsoft/apm/issues/2438,closed,"[BUG] Registry package variables with defaults are silently substituted without prompting, and substitution is incomplete across runtimeArguments",area/mcp-config;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.46036446700009
2443,https://github.com/microsoft/apm/issues/2443,closed,[BUG] `--frozen` rejects repo-root claude_skill deps lacking apm.yml,area/lockfile;theme/governance;type/bug,area/audit-policy;area/content-security;area/distribution;area/enterprise;area/mcp-config;area/package-authoring;theme/portability;theme/security;type/architecture;type/bug;type/release,True,False,True,43.44527857400044
2451,https://github.com/microsoft/apm/issues/2451,closed,[cli-consistency] CLI Consistency Report -- 2026-08-03,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.818133050000142
2452,https://github.com/microsoft/apm/issues/2452,closed,"[BUG] deployed-files-present counts a gitignored deploy path as missing, so a cold audit can never pass there",area/audit-policy;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,44.74656565700025
2456,https://github.com/microsoft/apm/issues/2456,closed,"[BUG] apm install --frozen does not hydrate git apm_package dependencies on a cold cache, failing with ""package manifest not found"" when MCP state is present",area/lockfile;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,24.330320758999733
2463,https://github.com/microsoft/apm/issues/2463,closed,[perf-scan] 2026-08-04 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.00598618799995
2464,https://github.com/microsoft/apm/issues/2464,closed,[BUG] `apm marketplace add` does not recognize fully-qualified `ssh://` URLs,area/marketplace;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/refactor;type/release,True,False,True,44.24475807100043
2465,https://github.com/microsoft/apm/issues/2465,closed,[BUG] Tool or toolset has been renamed in agent.md tools front matter,area/distribution;theme/portability;type/bug,area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;type/architecture;type/bug;type/feature;type/refactor;type/release,True,False,True,54.1266990260001
2467,https://github.com/microsoft/apm/issues/2467,closed,[BUG] Codex adapter rejects http:// MCP URLs even for localhost — inconsistent with other adapters and Codex's own docs,area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;type/architecture;type/automation;type/bug;type/refactor,True,False,True,29.78621193500021
2469,https://github.com/microsoft/apm/issues/2469,closed,[aw] CLI Consistency Checker failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.44210795100025
2470,https://github.com/microsoft/apm/issues/2470,open,[FEATURE] First-class `metadata` property in apm.yml for standardized team/org metadata,area/package-authoring;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.84162861899995
2478,https://github.com/microsoft/apm/issues/2478,open,[FEATURE] Offer Official MCP Registry fallback when GitHub catalog misses an exact server name,area/distribution;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.89627867300078
2479,https://github.com/microsoft/apm/issues/2479,closed,[perf-scan] 2026-08-05 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.67891803900011
2482,https://github.com/microsoft/apm/issues/2482,closed,[BUG] apm compile scales linearly with target count -- very slow on medium monorepos,area/cli;type/bug;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.364471199000036
2483,https://github.com/microsoft/apm/issues/2483,closed,"[BUG] opencode target emits schema-invalid agents (tools as list, unresolved model names, non-opencode tool vocabulary)",area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.945539078000365
2485,https://github.com/microsoft/apm/issues/2485,closed,[BUG] `agent-skills` target causes persistent MCP errors in mixed-target projects,area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/release,True,False,True,54.16460416499922
2487,https://github.com/microsoft/apm/issues/2487,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.771893628999806
2489,https://github.com/microsoft/apm/issues/2489,closed,[cli-consistency] CLI Consistency Report -- 2026-08-05,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.5070582620001
2490,https://github.com/microsoft/apm/issues/2490,closed,[BUG] Install security scan flags hidden characters in files that are never deployed (repo-wide scan vs deployable primitives),area/content-security;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.87371364300043
2491,https://github.com/microsoft/apm/issues/2491,open,[FEATURE] Extend per-dependency subsetting to agents (parallel to skills:),area/cli;area/lockfile;type/feature,area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;type/architecture;type/automation;type/feature;type/release,True,False,True,45.16397084399978
2504,https://github.com/microsoft/apm/issues/2504,open,"[FEATURE] Machine-level, root-owned config to enforce registry-only installs (non-overridable by users)",area/cli;area/enterprise;theme/governance;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.868112435000057
2505,https://github.com/microsoft/apm/issues/2505,closed,[perf-scan] 2026-08-06 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.89999679700031
2509,https://github.com/microsoft/apm/issues/2509,closed,[BUG] Plugin LSP servers declared with `fileExtensions` are silently skipped (official dotnet plugin),area/cli;area/distribution;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.140353933999904
2510,https://github.com/microsoft/apm/issues/2510,closed,[BUG] MCP passthrough fields aren't populated in Opencode configuration,area/mcp-config;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.15276823500062
2511,https://github.com/microsoft/apm/issues/2511,closed,[BUG] apm update aborts the entire run when a SHA-pinned dependency has no annotated tag upstream,area/lockfile;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,29.534711446000074
2512,https://github.com/microsoft/apm/issues/2512,closed,[BUG] apm compile takes very long time in large monorepo,area/cli;type/bug;type/performance,area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug,True,False,True,43.31691762999981
2514,https://github.com/microsoft/apm/issues/2514,closed,[BUG] CLI install of git semver ranges on virtual-subdir deps fails preflight (literal ref probe) before resolve,area/cli;area/lockfile;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.882484773000215
2516,https://github.com/microsoft/apm/issues/2516,closed,[BUG] --target copilot writes MCP configuration to unsupported .vscode/mcp.json,area/docs-site;area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,45.14628569100023
2517,https://github.com/microsoft/apm/issues/2517,closed,[cli-consistency] CLI Consistency Report -- 2026-08-06,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.095772127000146
2521,https://github.com/microsoft/apm/issues/2521,closed,[BUG] Global-scope install (-g) does not deploy skills or file-scoped instructions for opencode target,area/cli;area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,43.56771563700022
2522,https://github.com/microsoft/apm/issues/2522,closed,[FEATURE] Support the Agent Plugins 1.0 spec in `apm pack`,area/docs-site;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.16527626700008
2523,https://github.com/microsoft/apm/issues/2523,closed,[perf-scan] 2026-08-07 -- performance opportunities found,type/automation;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,53.98548963799931
2524,https://github.com/microsoft/apm/issues/2524,closed,"[BUG] apm pack silently drops description/version for remote packages when metadata fetch fails (exit 0, no warning); --check-clean then passes",area/docs-site;area/marketplace;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,29.696100045000094
2525,https://github.com/microsoft/apm/issues/2525,open,"[FEATURE] support ""guidelines"" files",area/docs-site;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/refactor;type/release,True,False,True,43.47871381099958
2526,https://github.com/microsoft/apm/issues/2526,closed,[BUG] `apm marketplace add` does not consistently use Git credentials for authenticated HTTPS remotes,area/marketplace;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,30.713227173999712
2527,https://github.com/microsoft/apm/issues/2527,closed,[cli-consistency] CLI Consistency Report — 2026-08-07,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.88471238799957
2528,https://github.com/microsoft/apm/issues/2528,closed,Subpath guard false-positives on a GitLab subgroup legitimately named `collections`,area/distribution;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.761515249999775
2529,https://github.com/microsoft/apm/issues/2529,closed,"[BUG] Clone failures on github.com are reported as ""network error, not an auth failure"" — git stderr is dropped when wrapping CalledProcessError",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/refactor,False,,True,43.47432872400077
2530,https://github.com/microsoft/apm/issues/2530,closed,[BUG] --skill matches nothing on subdirectory plugin refs: 'Available: (none)',area/cli;area/marketplace;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.13140013800057
